Headline,Comment
Headline 615,"I’ve had horrendous sickness since week 5, I’m now 11 weeks and i just don’t seem to be getting a break with it. I feel so rubbish, Im so down and always in a rubbish mood. I have no motivation to do anything because I feel so sick. Has anyone..."
Headline 616,Does the fatigue get better? I can’t even get up or keep my eyes open at all help ??
Headline 617,"FTM, a 4 year long IVF journey— struggling with the time in between appointments. Thoughts on Dopplers?"
Headline 618,Any other witchy mamas give it a go?Mine says girl! A lot of signs are pointing to girl so at this point I’ll be totally shocked if baby is a boy.(But happy either way!)Wish I could post the video of me doing it
Headline 619,"My family owns a brunch restaurant and I am disgusted with everything there currently (8w4d) when I am in the mood to eat, I’ve been craving pasta like crazy lol. What are your cravings???"
Headline 620,I have BEEN craving a regular ham and cheese with mustard sandwich with Doritos but I know we can’t eat deli and I’m so sad ??
Headline 621,"Finally had my first appointment, got an ultrasound, pap and they drew blood. I’m just relieved."
Headline 622,Is anyone else waiting to be surprised by the gender at birth? I am debating whether or not we want to find out ahead of time or wait to be surprised!
Headline 623,"Can’t decide if I should tell my Mother first and like a week early OR if I should wait until my family is all together the next weekend and tell everyone at the same time then? I want it to be special for my mom, don’t want her reaction “lost..."
Headline 624,Anyone else have a full bladder but the stream won’t come out easily? I had to push to get it all out. That was weird. Anyone have this before what was it
Headline 625,Just wanted to send some reassurance to mamas that everything is going to be okay for that first ultrasound. I was sick to my stomach before hand but baby is all healthy and growing great! Heart beat was 145 bpm. I feel like there's a lot of...
Headline 626,"tw* mention of mc at 10 weeks and 3 days and i want to go shopping for the baby, the nursery and just for like something to make myself feel better. I've been sad and stressed out about the pregnancy. i miscarried in may and now this baby is..."
Headline 627,I did genetic testing a week and a half ago. I called the OB office and baby is healthy :) no down syndrome and ITS A BOY!💙 I was so sure it was a girl! I'm still letting this news sink in...🥰
Headline 628,"Hey ladies! I am 12 weeks today, and I’ve been using my at home Doppler. I have successfully found baby’s heartbeat, but I’ve pressed very hard to find it. Of course, I’m now panicking that I’ve pressed too hard and hurt baby (even though I..."
Headline 629,"I have a 2 year old son and a ten year old step son that resides with us full time. I have been so nervous to tell them that dad and I are expecting! With recent events, I except my step son to react in a not so great way. I was trying to wait,..."
Headline 630,my sister in law is getting married around 2 months after I give birth to this baby.. any thoughts on flattering dresses that can make me look like I have a waistline? I'm pretty tall and slim usually but this is my third baby and I know how...
Headline 631,hi mama's! anyone experiencing just awful hunger pangs plus food aversions and then being grossed out by everything you eat? can't win! I'm loading up on everything protein and trying to snack all day but getting really tired of feeling like...
Headline 632,"I'm 9w3d, saw baby on ultrasound at 6w2d and a FHR of 109 bpm. this entire pregnancy I really haven't ""felt"" pregnant. this is the first time I've been pregnant past a couple of weeks and really my only symptom has been sore breasts since ovulation,..."
Headline 633,Just curious how everyone feels about taking baths during the first trimester. I have constant body aches and love taking baths
Headline 634,Anyone with HG run out of medicine and not have been able to refill it immediately haha I’m dying! I can’t even keep down water I’ve throw up 25 times since I’ve woken up this morning at 6! I had this last pregnancy but I was In a different...
Headline 635,"Hi mamas,Anyone on here did the Chinese gender predictor thing and it turns out to be true? Mind sharing your experiences? ??"
Headline 636,9 weeks and 4 days here abdominal ultrasound!
Headline 637,I have been coughing bad for 2 days now. Is Robitussin DM safe? Currently 10weeks. Tia
Headline 638,11.5 weeks pregnant and started with cramps this morning. Feels like light period cramps. I haven’t had any cramping since like week 6. Is this normal?
Headline 639,"So this is my second baby my son will be four in January. Us as a family we never really spend time apart including our dog. And I love that. We are very close. I’m very anxious and nervous to have to stay in the hospital without them, I know..."
